step time_fs KE_kcal_mol PE_kcal_mol TE_kcal_mol T_K Q_A Q_H Q_B f_pol r_AH
434 434.000000 6.0119821278 65.7346100779 71.7465922057 126.056118 -0.50972535 0.50000000 0.00972535 0.01945071 0.99504381
435 435.000000 6.0223359598 65.7248286006 71.7471645603 126.273212 -0.50953206 0.50000000 0.00953206 0.01906412 0.99038904
436 436.000000 6.0521674857 65.6953749411 71.7475424268 126.898704 -0.50948328 0.50000000 0.00948328 0.01896655 0.98919230
437 437.000000 6.1124176421 65.6343052920 71.7467229341 128.161998 -0.50959354 0.50000000 0.00959354 0.01918708 0.99188448
438 438.000000 6.1806238917 65.5659415873 71.7465654790 129.592111 -0.50983613 0.50000000 0.00983613 0.01967226 0.99765051
439 439.000000 6.2280683189 65.5209757794 71.7490440984 130.586901 -0.51014687 0.50000000 0.01014687 0.02029373 1.00473806
440 440.000000 6.2535284577 65.4998611444 71.7533896021 131.120736 -0.51043697 0.50000000 0.01043697 0.02087395 1.01107313
441 441.000000 6.2841812158 65.4725881510 71.7567693668 131.763447 -0.51061821 0.50000000 0.01061821 0.02123642 1.01490109
442 442.000000 6.3471040889 65.4098090230 71.7569131119 133.082782 -0.51063480 0.50000000 0.01063480 0.02126960 1.01524669
443 443.000000 6.4432665721 65.3105876044 71.7538541765 135.099067 -0.51048660 0.50000000 0.01048660 0.02097320 1.01213101
444 444.000000 6.5476980131 65.2021477563 71.7498457694 137.288731 -0.51022904 0.50000000 0.01022904 0.02045809 1.00655936
445 445.000000 6.6348210276 65.1127440230 71.7475650506 139.115481 -0.50995000 0.50000000 0.00995000 0.01989999 1.00028544
446 446.000000 6.7048636304 65.0428059953 71.7476696257 140.584098 -0.50973821 0.50000000 0.00973821 0.01947642 0.99534854
447 447.000000 6.7820573323 64.9662712161 71.7483285484 142.202655 -0.50965858 0.50000000 0.00965858 0.01931715 0.99345121
448 448.000000 6.8835595487 64.8643867879 71.7479463366 144.330901 -0.50973943 0.50000000 0.00973943 0.01947885 0.99537733
449 449.000000 6.9962536103 64.7513208116 71.7475744219 146.693812 -0.50996864 0.50000000 0.00996864 0.01993728 1.00071266
450 450.000000 7.0916728005 64.6577073308 71.7493801312 148.694512 -0.51029528 0.50000000 0.01029528 0.02059055 1.00801166
451 451.000000 7.1598394621 64.5936953239 71.7535347860 150.123795 -0.51063824 0.50000000 0.01063824 0.02127648 1.01531827
452 452.000000 7.2211222083 64.5366729058 71.7577951141 151.408740 -0.51090598 0.50000000 0.01090598 0.02181196 1.02078631
453 453.000000 7.3062313030 64.4533880373 71.7596193404 153.193263 -0.51102582 0.50000000 0.01102582 0.02205164 1.02317038
454 454.000000 7.4283086012 64.3298039716 71.7581125728 155.752916 -0.51097148 0.50000000 0.01097148 0.02194297 1.02209412
455 455.000000 7.5724605680 64.1820464220 71.7545069900 158.775420 -0.51077355 0.50000000 0.01077355 0.02154710 1.01810658
456 456.000000 7.7096388672 64.0415884071 71.7512272743 161.651703 -0.51050642 0.50000000 0.01050642 0.02101284 1.01255142
457 457.000000 7.8222909959 63.9276937728 71.7499847688 164.013734 -0.51026041 0.50000000 0.01026041 0.02052081 1.00724877
458 458.000000 7.9177645687 63.8325710691 71.7503356378 166.015575 -0.51011414 0.50000000 0.01011414 0.02022827 1.00400664
459 459.000000 8.0143274223 63.7362623710 71.7505897934 168.040254 -0.51011692 0.50000000 0.01011692 0.02023385 1.00406907
460 460.000000 8.1147399313 63.6355860139 71.7503259453 170.145652 -0.51028125 0.50000000 0.01028125 0.02056250 1.00770523
461 461.000000 8.1998008443 63.5512485565 71.7510494008 171.929165 -0.51058141 0.50000000 0.01058141 0.02116281 1.01413155
462 462.000000 8.2500291628 63.5040130911 71.7540422538 172.982326 -0.51095681 0.50000000 0.01095681 0.02191362 1.02180213
463 463.000000 8.2685481923 63.4899926715 71.7585408638 173.370624 -0.51132265 0.50000000 0.01132265 0.02264529 1.02891525
464 464.000000 8.2800624087 63.4822854403 71.7623478489 173.612048 -0.51159055 0.50000000 0.01159055 0.02318109 1.03391399
465 465.000000 8.3100858901 63.4535034411 71.7635893313 174.241564 -0.51169588 0.50000000 0.01169588 0.02339177 1.03583338
466 466.000000 8.3650546574 63.3967909041 71.7618455615 175.394121 -0.51162059 0.50000000 0.01162059 0.02324118 1.03446406
467 467.000000 8.4279485592 63.3303149453 71.7582635045 176.712848 -0.51139935 0.50000000 0.01139935 0.02279870 1.03036398
468 468.000000 8.4710085255 63.2838343667 71.7548428923 177.615707 -0.51110582 0.50000000 0.01110582 0.02221164 1.02474084
469 469.000000 8.4761367210 63.2769742551 71.7531109761 177.723232 -0.51082726 0.50000000 0.01082726 0.02165452 1.01919924
470 470.000000 8.4466949113 63.3063227453 71.7530176566 177.105911 -0.51064001 0.50000000 0.01064001 0.02128001 1.01535503
471 471.000000 8.3991180503 63.3542354311 71.7533534814 176.108344 -0.51059356 0.50000000 0.01059356 0.02118712 1.01438614
472 472.000000 8.3423657667 63.4111427215 71.7535084882 174.918392 -0.51070356 0.50000000 0.01070356 0.02140712 1.01667083
473 473.000000 8.2683684791 63.4859548958 71.7543233748 173.366855 -0.51095027 0.50000000 0.01095027 0.02190055 1.02167188
474 474.000000 8.1643002937 63.5925482403 71.7568485341 171.184808 -0.51128097 0.50000000 0.01128097 0.02256194 1.02812202
475 475.000000 8.0313000071 63.7294833808 71.7607833879 168.396127 -0.51161805 0.50000000 0.01161805 0.02323611 1.03441767
476 476.000000 7.8887058031 63.8757833635 71.7644891665 165.406286 -0.51187565 0.50000000 0.01187565 0.02375131 1.03905127
477 477.000000 7.7610329282 64.0051566207 71.7661895489 162.729307 -0.51198354 0.50000000 0.01198354 0.02396707 1.04094833
478 478.000000 7.6606934011 64.1043616108 71.7650550118 160.625440 -0.51191033 0.50000000 0.01191033 0.02382066 1.03966381
479 479.000000 7.5796774432 64.1819457130 71.7616231562 158.926739 -0.51167489 0.50000000 0.01167489 0.02334978 1.03545289
480 480.000000 7.4955878327 64.2619681921 71.7575560249 157.163592 -0.51133941 0.50000000 0.01133941 0.02267883 1.02923317
481 481.000000 7.3887597955 64.3659437680 71.7547035635 154.923677 -0.51098826 0.50000000 0.01098826 0.02197653 1.02242734
482 482.000000 7.2585805255 64.4952133076 71.7537938330 152.194146 -0.51070327 0.50000000 0.01070327 0.02140654 1.01666478
483 483.000000 7.1238872839 64.6300683164 71.7539556003 149.369968 -0.51054496 0.50000000 0.01054496 0.02108992 1.01336559
484 484.000000 7.0044136753 64.7495625524 71.7539762278 146.864908 -0.51054270 0.50000000 0.01054270 0.02108539 1.01331790
485 485.000000 6.9014965100 64.8524612847 71.7539577947 144.706994 -0.51069134 0.50000000 0.01069134 0.02138268 1.01641867
486 486.000000 6.7995620153 64.9555540991 71.7551161144 142.569684 -0.51095183 0.50000000 0.01095183 0.02190367 1.02170299
487 487.000000 6.6860522582 65.0719653371 71.7580175953 140.189671 -0.51125621 0.50000000 0.01125621 0.02251241 1.02764864
488 488.000000 6.5668376438 65.1947795206 71.7616171644 137.690041 -0.51152005 0.50000000 0.01152005 0.02304010 1.03261511
489 489.000000 6.4621243369 65.3018792593 71.7640035962 135.494466 -0.51166388 0.50000000 0.01166388 0.02332777 1.03525298
490 490.000000 6.3891533535 65.3745899011 71.7637432546 133.964449 -0.51163838 0.50000000 0.01163838 0.02327677 1.03478882
491 491.000000 6.3475368928 65.4132098302 71.7607467230 133.091856 -0.51144239 0.50000000 0.01144239 0.02288478 1.03117071
492 492.000000 6.3184487420 65.4379334755 71.7563822175 132.481951 -0.51112367 0.50000000 0.01112367 0.02224734 1.02508898
493 493.000000 6.2791144924 65.4736255261 71.7527400185 131.657211 -0.51076180 0.50000000 0.01076180 0.02152360 1.01786647
494 494.000000 6.2227772601 65.5283694903 71.7511467504 130.475961 -0.51044250 0.50000000 0.01044250 0.02088500 1.01119132
495 495.000000 6.1659573526 65.5851048843 71.7510622369 129.284591 -0.51023513 0.50000000 0.01023513 0.02047026 1.00669339
496 496.000000 6.1321923790 65.6187403092 71.7509326882 128.576625 -0.51017918 0.50000000 0.01017918 0.02035836 1.00545683
497 497.000000 6.1266431410 65.6237144231 71.7503575642 128.460271 -0.51027885 0.50000000 0.01027885 0.02055770 1.00765275
498 498.000000 6.1303087198 65.6203441099 71.7506528297 128.537129 -0.51050247 0.50000000 0.01050247 0.02100494 1.01246772
499 499.000000 6.1210182141 65.6319462478 71.7529644619 128.342330 -0.51078636 0.50000000 0.01078636 0.02157271 1.01836782
500 500.000000 6.0966801235 65.6598963416 71.7565764651 127.832022 -0.51104619 0.50000000 0.01104619 0.02209237 1.02357175
501 501.000000 6.0763733481 65.6829948276 71.7593681757 127.406240 -0.51119844 0.50000000 0.01119844 0.02239688 1.02653846
502 502.000000 6.0811579199 65.6783225191 71.7594804390 127.506560 -0.51118772 0.50000000 0.01118772 0.02237545 1.02633162
503 503.000000 6.1142105185 65.6423864963 71.7565970148 128.199590 -0.51100806 0.50000000 0.01100806 0.02201612 1.02281948
504 504.000000 6.1571693681 65.5950494259 71.7522187940 129.100329 -0.51070577 0.50000000 0.01070577 0.02141155 1.01671642
505 505.000000 6.1863554045 65.5623917541 71.7487471587 129.712287 -0.51036192 0.50000000 0.01036192 0.02072385 1.00945929
506 506.000000 6.1963481812 65.5512318160 71.7475799972 129.921810 -0.51006450 0.50000000 0.01006450 0.02012900 1.00289076
507 507.000000 6.2073712265 65.5404580680 71.7478292945 130.152936 -0.50988385 0.50000000 0.00988385 0.01976770 0.99876026
508 508.000000 6.2442049771 65.5034332673 71.7476382443 130.925246 -0.50985822 0.50000000 0.00985822 0.01971644 0.99816520
509 509.000000 6.3074059800 65.4394609947 71.7468669747 132.250412 -0.50998812 0.50000000 0.00998812 0.01997624 1.00115774
510 510.000000 6.3717725896 65.3755608113 71.7473334008 133.600018 -0.51023608 0.50000000 0.01023608 0.02047216 1.00671432
511 511.000000 6.4148300747 65.3353712282 71.7502013028 134.502825 -0.51053177 0.50000000 0.01053177 0.02106353 1.01308737
512 512.000000 6.4412808575 65.3129627053 71.7542435627 135.057431 -0.51078630 0.50000000 0.01078630 0.02157259 1.01836664
513 513.000000 6.4776009531 65.2792932420 71.7568941951 135.818972 -0.51091763 0.50000000 0.01091763 0.02183526 1.02101970
514 514.000000 6.5460228562 65.2103542481 71.7563771043 137.253607 -0.51088008 0.50000000 0.01088008 0.02176016 1.02026594
515 515.000000 6.6442666970 65.1087171548 71.7529838518 139.313533 -0.51068315 0.50000000 0.01068315 0.02136630 1.01624951
516 516.000000 6.7484311971 65.0004748158 71.7489060129 141.497600 -0.51038787 0.50000000 0.01038787 0.02077574 1.01001913
517 517.000000 6.8367066722 64.9098812484 71.7465879205 143.348514 -0.51008286 0.50000000 0.01008286 0.02016571 1.00330439
518 518.000000 6.9121391476 64.8343763536 71.7465155013 144.930143 -0.50985433 0.50000000 0.00985433 0.01970866 0.99807467
519 519.000000 6.9985568384 64.7483421244 71.7468989628 146.742104 -0.50976340 0.50000000 0.00976340 0.01952680 0.99594400
520 520.000000 7.1104725947 64.6358260552 71.7462986499 149.088696 -0.50983468 0.50000000 0.00983468 0.01966936 0.99761673
521 521.000000 7.2325979266 64.5132174355 71.7458153621 151.649356 -0.51005284 0.50000000 0.01005284 0.02010568 1.00262740
522 522.000000 7.3361803091 64.4113470067 71.7475273157 153.821218 -0.51036435 0.50000000 0.01036435 0.02072870 1.00951173
523 523.000000 7.4121969432 64.3393246895 71.7515216327 155.415095 -0.51068647 0.50000000 0.01068647 0.02137294 1.01631813
524 524.000000 7.4820659441 64.2734758135 71.7555417576 156.880072 -0.51092743 0.50000000 0.01092743 0.02185486 1.02121585
525 525.000000 7.5769876131 64.1800747296 71.7570623427 158.870340 -0.51101619 0.50000000 0.01101619 0.02203237 1.02298011
526 526.000000 7.7096596087 64.0455644779 71.7552240866 161.652138 -0.51092982 0.50000000 0.01092982 0.02185965 1.02126366
527 527.000000 7.8637639165 63.8875837888 71.7513477054 164.883317 -0.51070299 0.50000000 0.01070299 0.02140599 1.01665914
528 528.000000 8.0086258764 63.7393349254 71.7479608018 167.920707 -0.51041337 0.50000000 0.01041337 0.02082674 1.01056737
529 529.000000 8.1259901193 63.6207537865 71.7467439058 170.381540 -0.51015248 0.50000000 0.01015248 0.02030497 1.00486327
530 530.000000 8.2231772873 63.5238638348 71.7470411221 172.419310 -0.50999774 0.50000000 0.00999774 0.01999549 1.00137718
531 531.000000 8.3171670101 63.4298514177 71.7470184278 174.390038 -0.50999494 0.50000000 0.00999494 0.01998988 1.00131323
532 532.000000 8.4075193819 63.3388956592 71.7464150411 176.284499 -0.51015101 0.50000000 0.01015101 0.02030203 1.00483051
533 533.000000 8.4729286808 63.2740587196 71.7469874004 177.655967 -0.51043309 0.50000000 0.01043309 0.02086619 1.01099013
534 534.000000 8.4966337062 63.2533401468 71.7499738530 178.153002 -0.51077291 0.50000000 0.01077291 0.02154582 1.01809355
535 535.000000 8.4888516229 63.2654250197 71.7542766426 177.989831 -0.51108012 0.50000000 0.01108012 0.02216025 1.02423823
536 536.000000 8.4808577520 63.2765486849 71.7574064368 177.822220 -0.51126691 0.50000000 0.01126691 0.02253383 1.02785351
537 537.000000 8.4990641499 63.2584490002 71.7575131501 178.203962 -0.51127813 0.50000000 0.01127813 0.02255626 1.02806785
538 538.000000 8.5438748210 63.2107275218 71.7546023427 179.143529 -0.51111289 0.50000000 0.01111289 0.02222579 1.02487890
539 539.000000 8.5896904438 63.1608147389 71.7505051827 180.104167 -0.51082480 0.50000000 0.01082480 0.02164959 1.01914924
540 540.000000 8.6057489869 63.1419049158 71.7476539027 180.440875 -0.51050075 0.50000000 0.01050075 0.02100149 1.01243118
541 541.000000 8.5814480062 63.1656838878 71.7471318940 179.931344 -0.51023106 0.50000000 0.01023106 0.02046212 1.00660377
542 542.000000 8.5323684583 63.2154102855 71.7477787438 178.902270 -0.51008494 0.50000000 0.01008494 0.02016988 1.00335129
543 543.000000 8.4790491152 63.2688486913 71.7478978065 177.784298 -0.51009713 0.50000000 0.01009713 0.02019426 1.00362526
544 544.000000 8.4223627256 63.3253087043 71.7476714299 176.595727 -0.51026342 0.50000000 0.01026342 0.02052683 1.00731477
545 545.000000 8.3458348230 63.4029881467 71.7488229697 174.991129 -0.51054140 0.50000000 0.01054140 0.02108281 1.01329066
546 546.000000 8.2409633012 63.5111038471 71.7520671483 172.792238 -0.51085699 0.50000000 0.01085699 0.02171398 1.01980051
547 547.000000 8.1233421945 63.6326122742 71.7559544687 170.326020 -0.51112016 0.50000000 0.01112016 0.02224032 1.02502058
548 548.000000 8.0220091439 63.7361516560 71.7581607999 168.201321 -0.51125096 0.50000000 0.01125096 0.02250192 1.02754821
549 549.000000 7.9550825340 63.8022457343 71.7573282683 166.798038 -0.51120776 0.50000000 0.01120776 0.02241552 1.02671818
550 550.000000 7.9145932008 63.8393681058 71.7539613066 165.949079 -0.51100359 0.50000000 0.01100359 0.02200717 1.02273091
551 551.000000 7.8726848335 63.8774352008 71.7501200343 165.070366 -0.51070069 0.50000000 0.01070069 0.02140138 1.01661163
552 552.000000 7.8049153254 63.9430694804 71.7479848058 163.649410 -0.51038681 0.50000000 0.01038681 0.02077362 1.00999635
553 553.000000 7.7116125241 64.0364152777 71.7480278018 161.693086 -0.51014667 0.50000000 0.01014667 0.02029333 1.00473362
554 554.000000 7.6155505232 64.1331681951 71.7487187183 159.678908 -0.51004079 0.50000000 0.01004079 0.02008158 1.00235490
555 555.000000 7.5358118995 64.2128352636 71.7486471631 158.006990 -0.51009503 0.50000000 0.01009503 0.02019007 1.00357814
556 556.000000 7.4668264934 64.2816453821 71.7484718755 156.560539 -0.51029756 0.50000000 0.01029756 0.02059513 1.00806157
557 557.000000 7.3874685077 64.3624317172 71.7499002249 154.896602 -0.51060051 0.50000000 0.01060051 0.02120101 1.01453143
558 558.000000 7.2877460914 64.4655098507 71.7532559422 152.805675 -0.51092741 0.50000000 0.01092741 0.02185481 1.02121535
559 559.000000 7.1812476032 64.5756557568 71.7569033600 150.572670 -0.51119000 0.50000000 0.01119000 0.02238000 1.02637559
560 560.000000 7.0923322414 64.6663872695 71.7587195109 148.708338 -0.51131387 0.50000000 0.01131387 0.02262775 1.02874866
561 561.000000 7.0339466778 64.7237288965 71.7576755744 147.484140 -0.51126444 0.50000000 0.01126444 0.02252888 1.02780621
562 562.000000 6.9962612987 64.7581793305 71.7544406292 146.693973 -0.51105997 0.50000000 0.01105997 0.02211994 1.02384279
563 563.000000 6.9545761301 64.7963816649 71.7509577950 145.819940 -0.51076407 0.50000000 0.01076407 0.02152815 1.01791302
564 564.000000 6.8906350848 64.8584768617 71.7491119464 144.479257 -0.51046231 0.50000000 0.01046231 0.02092461 1.01161403
565 565.000000 6.8097605630 64.9394268462 71.7491874091 142.783522 -0.51023565 0.50000000 0.01023565 0.02047130 1.00670487
566 566.000000 6.7358170120 65.0139467486 71.7497637606 141.233112 -0.51014135 0.50000000 0.01014135 0.02028270 1.00461500
567 567.000000 6.6862159849 65.0634260561 71.7496420410 140.193104 -0.51020342 0.50000000 0.01020342 0.02040684 1.00599374
568 568.000000 6.6536443376 65.0958329259 71.7494772635 139.510158 -0.51040997 0.50000000 0.01040997 0.02081993 1.01049436
569 569.000000 6.6156082654 65.1352103851 71.7508186506 138.712638 -0.51071463 0.50000000 0.01071463 0.02142926 1.01689883
570 570.000000 6.5597130222 65.1942635622 71.7539765844 137.540655 -0.51104346 0.50000000 0.01104346 0.02208692 1.02351806
571 571.000000 6.4961489353 65.2613494356 71.7574983708 136.207877 -0.51131040 0.50000000 0.01131040 0.02262080 1.02868261
572 572.000000 6.4471441916 65.3122794393 71.7594236309 135.180371 -0.51144131 0.50000000 0.01144131 0.02288263 1.03115060
573 573.000000 6.4267918952 65.3318922480 71.7586841433 134.753634 -0.51139896 0.50000000 0.01139896 0.02279792 1.03035670
574 574.000000 6.4291491712 65.3265622092 71.7557113804 134.803060 -0.51119683 0.50000000 0.01119683 0.02239366 1.02650737
575 575.000000 6.4331362429 65.3190548654 71.7521911083 134.886659 -0.51089386 0.50000000 0.01089386 0.02178772 1.02054301
576 576.000000 6.4208256763 65.3291626433 71.7499883195 134.628538 -0.51057326 0.50000000 0.01057326 0.02114653 1.01396078
577 577.000000 6.3947397895 65.3549331520 71.7496729415 134.081582 -0.51031680 0.50000000 0.01031680 0.02063359 1.00848058
578 578.000000 6.3765566099 65.3735233695 71.7500799794 133.700327 -0.51018499 0.50000000 0.01018499 0.02036998 1.00558567
579 579.000000 6.3849998620 65.3648673771 71.7498672391 133.877360 -0.51020668 0.50000000 0.01020668 0.02041336 1.00606588
580 580.000000 6.4153371003 65.3340139071 71.7493510074 134.513456 -0.51037546 0.50000000 0.01037546 0.02075093 1.00975172
581 581.000000 6.4442885793 65.3057777214 71.7500663007 135.120496 -0.51065034 0.50000000 0.01065034 0.02130067 1.01556970
582 582.000000 6.4546481506 65.2980339948 71.7526821454 135.337710 -0.51096130 0.50000000 0.01096130 0.02192260 1.02189154
583 583.000000 6.4519368756 65.3041170938 71.7560539693 135.280861 -0.51122315 0.50000000 0.01122315 0.02244630 1.02701440
584 584.000000 6.4577646350 65.3004365394 71.7582011744 135.403054 -0.51135845 0.50000000 0.01135845 0.02271690 1.02959334
585 585.000000 6.4895327374 65.2682559744 71.7577887118 136.069152 -0.51132342 0.50000000 0.01132342 0.02264683 1.02892986
586 586.000000 6.5451889018 65.2097735766 71.7549624784 137.236121 -0.51112455 0.50000000 0.01112455 0.02224910 1.02510612
587 587.000000 6.6046620308 65.1466420554 71.7513040862 138.483123 -0.51081645 0.50000000 0.01081645 0.02163289 1.01897983
588 588.000000 6.6473167947 65.1015167298 71.7488335245 139.377486 -0.51048189 0.50000000 0.01048189 0.02096379 1.01203096
589 589.000000 6.6718003615 65.0765717243 71.7483720858 139.890844 -0.51020532 0.50000000 0.01020532 0.02041064 1.00603578
590 590.000000 6.6982149264 65.0505702958 71.7487852222 140.444691 -0.51005118 0.50000000 0.01005118 0.02010236 1.00258990
591 591.000000 6.7464256855 65.0020672019 71.7484928874 141.455549 -0.51005193 0.50000000 0.01005193 0.02010386 1.00260689
592 592.000000 6.8126083843 64.9350622072 71.7476705915 142.843234 -0.51020366 0.50000000 0.01020366 0.02040731 1.00599897
593 593.000000 6.8723174271 64.8757219008 71.7480393279 144.095182 -0.51046630 0.50000000 0.01046630 0.02093260 1.01169911
594 594.000000 6.9071226412 64.8433967533 71.7505193945 144.824960 -0.51076910 0.50000000 0.01076910 0.02153820 1.01801568
595 595.000000 6.9240497027 64.8299172343 71.7539669370 145.179878 -0.51102482 0.50000000 0.01102482 0.02204965 1.02315072
596 596.000000 6.9485425380 64.8076570431 71.7561995811 145.693431 -0.51115408 0.50000000 0.01115408 0.02230816 1.02568024
597 597.000000 7.0010393399 64.7546973396 71.7557366795 146.794156 -0.51111295 0.50000000 0.01111295 0.02222591 1.02488007
598 598.000000 7.0793511637 64.6734526485 71.7528038122 148.436158 -0.51091050 0.50000000 0.01091050 0.02182100 1.02087684
599 599.000000 7.1609305868 64.5882998933 71.7492304800 150.146673 -0.51060547 0.50000000 0.01060547 0.02121094 1.01463517
600 600.000000 7.2235445067 64.5236187973 71.7471633040 151.459529 -0.51028418 0.50000000 0.01028418 0.02056836 1.00776934
601 601.000000 7.2668391648 64.4803243945 71.7471635593 152.367309 -0.51003212 0.50000000 0.01003212 0.02006423 1.00215834
602 602.000000 7.3117306011 64.4359474498 71.7476780509 153.308569 -0.50991178 0.50000000 0.00991178 0.01982356 0.99940605
603 603.000000 7.3746870159 64.3724619373 71.7471489532 154.628607 -0.50995105 0.50000000 0.00995105 0.01990209 1.00030952
604 604.000000 7.4459275159 64.3003321677 71.7462596836 156.122340 -0.51013927 0.50000000 0.01013927 0.02027855 1.00456872
605 605.000000 7.4995915737 64.2474224459 71.7470140196 157.247541 -0.51042834 0.50000000 0.01042834 0.02085668 1.01088833
606 606.000000 7.5240049326 64.2259861630 71.7499910956 157.759427 -0.51073998 0.50000000 0.01073998 0.02147997 1.01741972
607 607.000000 7.5362230296 64.2172905616 71.7535135911 158.015610 -0.51098349 0.50000000 0.01098349 0.02196698 1.02233259
608 608.000000 7.5668610444 64.1883748974 71.7552359418 158.658012 -0.51108342 0.50000000 0.01108342 0.02216683 1.02430272
609 609.000000 7.6330558342 64.1209562601 71.7540120943 160.045950 -0.51100773 0.50000000 0.01100773 0.02201545 1.02281284
610 610.000000 7.7242081551 64.0264602172 71.7506683723 161.957184 -0.51078105 0.50000000 0.01078105 0.02156209 1.01825956
611 611.000000 7.8115927493 63.9358572008 71.7474499502 163.789419 -0.51047470 0.50000000 0.01047470 0.02094940 1.01187795
612 612.000000 7.8740249163 63.8722223704 71.7462472867 165.098464 -0.51017975 0.50000000 0.01017975 0.02035950 1.00546942
613 613.000000 7.9161449618 63.8306448954 71.7467898572 165.981616 -0.50997812 0.50000000 0.00997812 0.01995623 1.00092930
614 614.000000 7.9585303158 63.7885747597 71.7471050755 166.870330 -0.50992291 0.50000000 0.00992291 0.01984581 0.99966258
615 615.000000 8.0088909562 63.7373935081 71.7462844643 167.926265 -0.51002944 0.50000000 0.01002944 0.02005888 1.00209764
616 616.000000 8.0499761503 63.6958538219 71.7458299722 168.787718 -0.51027319 0.50000000 0.01027319 0.02054638 1.00752886
617 617.000000 8.0605466478 63.6869920955 71.7475387433 169.009355 -0.51059285 0.50000000 0.01059285 0.02118570 1.01437123
618 618.000000 8.0429896617 63.7080652431 71.7510549048 168.641229 -0.51090141 0.50000000 0.01090141 0.02180282 1.02069457
619 619.000000 8.0250697993 63.7290872034 71.7541570027 168.265495 -0.51110864 0.50000000 0.01110864 0.02221728 1.02479588
620 620.000000 8.0360880195 63.7186921098 71.7547801293 168.496519 -0.51115128 0.50000000 0.01115128 0.02230256 1.02562591
621 621.000000 8.0821044980 63.6704378028 71.7525423008 169.461369 -0.51101776 0.50000000 0.01101776 0.02203552 1.02301119
622 622.000000 8.1410880842 63.6078859627 71.7489740470 170.698106 -0.51075293 0.50000000 0.01075293 0.02150587 1.01768508
623 623.000000 8.1814033379 63.5650377413 71.7464410792 171.543415 -0.51043989 0.50000000 0.01043989 0.02087977 1.01113542
624 624.000000 8.1886206691 63.5575355695 71.7461562385 171.694745 -0.51017004 0.50000000 0.01017004 0.02034008 1.00525390
625 625.000000 8.1752599541 63.5717516823 71.7470116363 171.414604 -0.51001677 0.50000000 0.01001677 0.02003355 1.00181013
626 626.000000 8.1614615497 63.5856386272 71.7471001769 171.125286 -0.51002006 0.50000000 0.01002006 0.02004011 1.00188470
627 627.000000 8.1482370166 63.5981516378 71.7463886544 170.848001 -0.51018074 0.50000000 0.01018074 0.02036148 1.00549143
628 628.000000 8.1168674242 63.6298736108 71.7467410351 170.190260 -0.51046055 0.50000000 0.01046055 0.02092110 1.01157658
629 629.000000 8.0548352894 63.6944411540 71.7492764434 168.889602 -0.51078765 0.50000000 0.01078765 0.02157530 1.01839424
630 630.000000 7.9752414426 63.7776043411 71.7528457838 167.220720 -0.51107152 0.50000000 0.01107152 0.02214304 1.02406957
631 631.000000 7.9080254712 63.8471402340 71.7551657053 165.811370 -0.51122857 0.50000000 0.01122857 0.02245714 1.02711859
632 632.000000 7.8744452473 63.8803007488 71.7547459962 165.107278 -0.51121154 0.50000000 0.01121154 0.02242309 1.02679105
633 633.000000 7.8692936008 63.8826098646 71.7519034654 164.999261 -0.51102813 0.50000000 0.01102813 0.02205627 1.02321603
634 634.000000 7.8650347784 63.8835086374 71.7485434157 164.909964 -0.51073764 0.50000000 0.01073764 0.02147528 1.01737160
635 635.000000 7.8347418711 63.9120515459 71.7467934170 164.274798 -0.51042787 0.50000000 0.01042787 0.02085574 1.01087833
636 636.000000 7.7750652605 63.9720898999 71.7471551604 163.023530 -0.51018589 0.50000000 0.01018589 0.02037179 1.00560573
637 637.000000 7.7064119556 64.0416641810 71.7480761365 161.584043 -0.51007554 0.50000000 0.01007554 0.02015107 1.00313957
638 638.000000 7.6479668684 64.1000450734 71.7480119418 160.358597 -0.51012591 0.50000000 0.01012591 0.02025182 1.00427014
639 639.000000 7.5955592504 64.1519718927 71.7475311431 159.259741 -0.51032792 0.50000000 0.01032792 0.02065584 1.00872238
640 640.000000 7.5290358059 64.2194142682 71.7484500741 157.864912 -0.51063558 0.50000000 0.01063558 0.02127117 1.01526302
641 641.000000 7.4387354445 64.3125907078 71.7513261522 155.971541 -0.51097312 0.50000000 0.01097312 0.02194624 1.02212663
642 642.000000 7.3388506800 64.4158586669 71.7547093469 153.877209 -0.51125133 0.50000000 0.01125133 0.02250266 1.02755529
643 643.000000 7.2550621938 64.5014825691 71.7565447628 152.120376 -0.51139332 0.50000000 0.01139332 0.02278665 1.03025070
644 644.000000 7.2018330678 64.5539411977 71.7557742655 151.004295 -0.51136122 0.50000000 0.01136122 0.02272243 1.02964554
645 645.000000 7.1701481816 64.5828213626 71.7529695442 150.339943 -0.51117042 0.50000000 0.01117042 0.02234085 1.02599704
646 646.000000 7.1347345265 64.6152111511 71.7499456775 149.597408 -0.51088314 0.50000000 0.01088314 0.02176628 1.02032756
647 647.000000 7.0752670927 64.6732267408 71.7484938335 148.350525 -0.51058523 0.50000000 0.01058523 0.02117045 1.01421160
648 648.000000 6.9943386881 64.7545423976 71.7488810857 146.653660 -0.51035930 0.50000000 0.01035930 0.02071859 1.00940244
649 649.000000 6.9140828757 64.8356094167 71.7496922925 144.970898 -0.51026492 0.50000000 0.01026492 0.02052984 1.00734769
650 650.000000 6.8524273484 64.8972410583 71.7496684067 143.678137 -0.51032870 0.50000000 0.01032870 0.02065740 1.00873938
