step time_fs KE_kcal_mol PE_kcal_mol TE_kcal_mol T_K
795 795.000000 4.5355778058 -9.3726657827 -4.8370879769 117.045710
796 796.000000 4.5376682015 -9.3747793389 -4.8371111375 117.099655
797 797.000000 4.5400896090 -9.3772242862 -4.8371346772 117.162142
798 798.000000 4.5428584016 -9.3800170691 -4.8371586674 117.233594
799 799.000000 4.5459917307 -9.3831749162 -4.8371831855 117.314453
800 800.000000 4.5495073886 -9.3867157036 -4.8372083150 117.405179
801 801.000000 4.5534236511 -9.3906577968 -4.8372341457 117.506242
802 802.000000 4.5577590995 -9.3950198737 -4.8372607741 117.618123
803 803.000000 4.5625324251 -9.3998207282 -4.8372883031 117.741305
804 804.000000 4.5677622146 -9.4050790565 -4.8373168420 117.876265
805 805.000000 4.5734667201 -9.4108132269 -4.8373465067 118.023476
806 806.000000 4.5796636155 -9.4170410353 -4.8373774198 118.183394
807 807.000000 4.5863697397 -9.4237794496 -4.8374097100 118.356453
808 808.000000 4.5936008314 -9.4310443434 -4.8374435121 118.543060
809 809.000000 4.6013712572 -9.4388502241 -4.8374789669 118.743584
810 810.000000 4.6096937361 -9.4472099570 -4.8375162209 118.958355
811 811.000000 4.6185790640 -9.4561344896 -4.8375554257 119.187651
812 812.000000 4.6280358412 -9.4656325790 -4.8375967378 119.431694
813 813.000000 4.6380702081 -9.4757105261 -4.8376403180 119.690642
814 814.000000 4.6486855898 -9.4863719206 -4.8376863308 119.964584
815 815.000000 4.6598824563 -9.4976174004 -4.8377349442 120.253532
816 816.000000 4.6716580997 -9.5094444280 -4.8377863282 120.557416
817 817.000000 4.6840064335 -9.5218470886 -4.8378406551 120.876079
818 818.000000 4.6969178150 -9.5348159130 -4.8378980980 121.209271
819 819.000000 4.7103788964 -9.5483377265 -4.8379588301 121.556650
820 820.000000 4.7243725048 -9.5623955289 -4.8380230241 121.917771
821 821.000000 4.7388775544 -9.5769684057 -4.8380908513 122.292090
822 822.000000 4.7538689934 -9.5920314736 -4.8381624802 122.678961
823 823.000000 4.7693177846 -9.6075558609 -4.8382380763 123.077634
824 824.000000 4.7851909230 -9.6235087233 -4.8383178004 123.487259
825 825.000000 4.8014514885 -9.6398532966 -4.8384018081 123.906881
826 826.000000 4.8180587357 -9.6565489843 -4.8384902486 124.335450
827 827.000000 4.8349682168 -9.6735514808 -4.8385832640 124.771818
828 828.000000 4.8521319405 -9.6908129283 -4.8386809878 125.214747
829 829.000000 4.8694985605 -9.7082821050 -4.8387835445 125.662913
830 830.000000 4.8870135959 -9.7259046441 -4.8388910483 126.114908
831 831.000000 4.9046196768 -9.7436232790 -4.8390036022 126.569253
832 832.000000 4.9222568157 -9.7613781133 -4.8391212976 127.024399
833 833.000000 4.9398626992 -9.7791069118 -4.8392442127 127.478739
834 834.000000 4.9573729975 -9.7967454097 -4.8393724122 127.930612
835 835.000000 4.9747216882 -9.8142276349 -4.8395059467 128.378314
836 836.000000 4.9918413910 -9.8314862424 -4.8396448514 128.820107
837 837.000000 5.0086637089 -9.8484528551 -4.8397891461 129.254226
838 838.000000 5.0251195737 -9.8650584082 -4.8399388345 129.678889
839 839.000000 5.0411395909 -9.8812334942 -4.8400939033 130.092303
840 840.000000 5.0566543828 -9.8969087052 -4.8402543224 130.492680
841 841.000000 5.0715949245 -9.9120149685 -4.8404200440 130.878238
842 842.000000 5.0858928718 -9.9264838747 -4.8405910029 131.247212
843 843.000000 5.0994808784 -9.9402479940 -4.8407671157 131.597866
844 844.000000 5.1122928991 -9.9532411803 -4.8409482812 131.928495
845 845.000000 5.1242644794 -9.9653988597 -4.8411343803 132.237435
846 846.000000 5.1353330276 -9.9766583032 -4.8413252757 132.523071
847 847.000000 5.1454380702 -9.9869588826 -4.8415208124 132.783843
848 848.000000 5.1545214898 -9.9962423079 -4.8417208181 133.018251
849 849.000000 5.1625277436 -10.0044528463 -4.8419251027 133.224862
850 850.000000 5.1694040641 -10.0115375238 -4.8421334597 133.402313
851 851.000000 5.1751006416 -10.0174463075 -4.8423456659 133.549320
852 852.000000 5.1795707887 -10.0221322710 -4.8425614823 133.664677
853 853.000000 5.1827710879 -10.0255517424 -4.8427806545 133.747264
854 854.000000 5.1846615230 -10.0276644366 -4.8430029136 133.796049
855 855.000000 5.1852055957 -10.0284335724 -4.8432279767 133.810089
856 856.000000 5.1843704284 -10.0278259763 -4.8434555479 133.788537
857 857.000000 5.1821268540 -10.0258121731 -4.8436853191 133.730639
858 858.000000 5.1784494954 -10.0223664662 -4.8439169708 133.635740
859 859.000000 5.1733168350 -10.0174670082 -4.8441501732 133.503286
860 860.000000 5.1667112756 -10.0110958629 -4.8443845873 133.332822
861 861.000000 5.1586191954 -10.0032390613 -4.8446198659 133.123997
862 862.000000 5.1490309966 -9.9938866512 -4.8448556546 132.876563
863 863.000000 5.1379411504 -9.9830327437 -4.8450915932 132.590377
864 864.000000 5.1253482385 -9.9706755555 -4.8453273170 132.265403
865 865.000000 5.1112549929 -9.9568174506 -4.8455624578 131.901710
866 866.000000 5.0956683341 -9.9414649793 -4.8457966452 131.499479
867 867.000000 5.0785994090 -9.9246289173 -4.8460295084 131.058996
868 868.000000 5.0600636284 -9.9063243054 -4.8462606770 130.580659
869 869.000000 5.0400807047 -9.8865704877 -4.8464897830 130.064977
870 870.000000 5.0186746897 -9.8653911516 -4.8467164619 129.512571
871 871.000000 4.9958740118 -9.8428143659 -4.8469403541 128.924174
872 872.000000 4.9717115130 -9.8188726198 -4.8471611068 128.300633
873 873.000000 4.9462244837 -9.7936028590 -4.8473783753 127.642912
874 874.000000 4.9194546957 -9.7670465201 -4.8475918244 126.952087
875 875.000000 4.8914484299 -9.7392495604 -4.8478011305 126.229354
876 876.000000 4.8622565001 -9.7102624825 -4.8480059824 125.476023
877 877.000000 4.8319342675 -9.6801403509 -4.8482060834 124.693523
878 878.000000 4.8005416469 -9.6489427998 -4.8484011529 123.883401
879 879.000000 4.7681431008 -9.6167340282 -4.8485909274 123.047320
880 880.000000 4.7348076181 -9.5835827806 -4.8487751625 122.187061
881 881.000000 4.7006086770 -9.5495623108 -4.8489536338 121.304518
882 882.000000 4.6656241868 -9.5147503256 -4.8491261387 120.401704
883 883.000000 4.6299364075 -9.4792289051 -4.8492924976 119.480740
884 884.000000 4.5936318437 -9.4430843984 -4.8494525547 118.543860
885 885.000000 4.5568011096 -9.4064072889 -4.8496061793 117.593401
886 886.000000 4.5195387633 -9.3692920301 -4.8497532668 116.631805
887 887.000000 4.4819431070 -9.3318368463 -4.8498937392 115.661606
888 888.000000 4.4441159515 -9.2941434974 -4.8500275459 114.685434
889 889.000000 4.4061623423 -9.2563170063 -4.8501546640 113.705998
890 890.000000 4.3681902476 -9.2184653460 -4.8502750984 112.726085
891 891.000000 4.3303102051 -9.1806990869 -4.8503888817 111.748548
892 892.000000 4.2926349284 -9.1431310030 -4.8504960746 110.776295
893 893.000000 4.2552788738 -9.1058756382 -4.8505967644 109.812279
894 894.000000 4.2183577675 -9.0690488325 -4.8506910650 108.859489
895 895.000000 4.1819880955 -9.0327672113 -4.8507791158 107.920928
896 896.000000 4.1462865593 -8.9971476396 -4.8508610803 106.999610
897 897.000000 4.1113694996 -8.9623066444 -4.8509371448 106.098535
898 898.000000 4.0773522938 -8.9283598105 -4.8510075167 105.220683
899 899.000000 4.0443487314 -8.8954211540 -4.8510724227 104.368989
900 900.000000 4.0124703726 -8.8636024791 -4.8511321065 103.546332
901 901.000000 3.9818258987 -8.8330127257 -4.8511868270 102.755516
902 902.000000 3.9525204582 -8.8037573139 -4.8512368557 101.999256
903 903.000000 3.9246550197 -8.7759374938 -4.8512824741 101.280157
904 904.000000 3.8983257359 -8.7496497075 -4.8513239716 100.600700
905 905.000000 3.8736233299 -8.7249849725 -4.8513616426 99.963227
906 906.000000 3.8506325099 -8.7020282940 -4.8513957841 99.369923
907 907.000000 3.8294314207 -8.6808581138 -4.8514266931 98.822805
908 908.000000 3.8100911401 -8.6615458047 -4.8514546645 98.323707
909 909.000000 3.7926752273 -8.6441552157 -4.8514799885 97.874270
910 910.000000 3.7772393286 -8.6287422770 -4.8515029483 97.475929
911 911.000000 3.7638308483 -8.6153546672 -4.8515238189 97.129908
912 912.000000 3.7524886872 -8.6040315516 -4.8515428644 96.837211
913 913.000000 3.7432430540 -8.5948033911 -4.8515603371 96.598617
914 914.000000 3.7361153513 -8.5876918273 -4.8515764760 96.414678
915 915.000000 3.7311181383 -8.5827096441 -4.8515915058 96.285719
916 916.000000 3.7282551692 -8.5798608055 -4.8516056363 96.211837
917 917.000000 3.7275215075 -8.5791405689 -4.8516190614 96.192904
918 918.000000 3.7289037121 -8.5805356715 -4.8516319594 96.228574
919 919.000000 3.7323800943 -8.5840245869 -4.8516444926 96.318286
920 920.000000 3.7379210385 -8.5895778462 -4.8516568077 96.461276
921 921.000000 3.7454893827 -8.5971584187 -4.8516690360 96.656586
922 922.000000 3.7550408527 -8.6067221470 -4.8516812942 96.903072
923 923.000000 3.7665245425 -8.6182182276 -4.8516936851 97.199422
924 924.000000 3.7798834335 -8.6315897315 -4.8517062980 97.544163
925 925.000000 3.7950549457 -8.6467741562 -4.8517192105 97.935681
926 926.000000 3.8119715124 -8.6637040010 -4.8517324886 98.372232
927 927.000000 3.8305611708 -8.6823073595 -4.8517461886 98.851959
928 928.000000 3.8507481611 -8.7025085188 -4.8517603577 99.372907
929 929.000000 3.8724535263 -8.7242285615 -4.8517750352 99.933039
930 930.000000 3.8955957068 -8.7473859603 -4.8517902536 100.530249
931 931.000000 3.9200911222 -8.7718971617 -4.8518060396 101.162381
932 932.000000 3.9458547355 -8.7976771507 -4.8518224152 101.827240
933 933.000000 3.9728005944 -8.8246399929 -4.8518393985 102.522608
934 934.000000 4.0008423450 -8.8526993496 -4.8518570046 103.246257
935 935.000000 4.0298937145 -8.8817689609 -4.8518752464 103.995961
936 936.000000 4.0598689609 -8.9117630958 -4.8518941349 104.769506
937 937.000000 4.0906832854 -8.9425969658 -4.8519136804 105.564704
938 938.000000 4.1222532083 -8.9741871009 -4.8519338926 106.379402
939 939.000000 4.1544969065 -9.0064516875 -4.8519547809 107.211487
940 940.000000 4.1873345126 -9.0393108678 -4.8519763552 108.058898
941 941.000000 4.2206883756 -9.0726870012 -4.8519986256 108.919633
942 942.000000 4.2544832847 -9.1065048878 -4.8520216031 109.791748
943 943.000000 4.2886466572 -9.1406919564 -4.8520452991 110.673373
944 944.000000 4.3231086921 -9.1751784184 -4.8520697263 111.562705
945 945.000000 4.3578024906 -9.2098973884 -4.8520948978 112.458017
946 946.000000 4.3926641473 -9.2447849752 -4.8521208279 113.357662
947 947.000000 4.4276328128 -9.2797803441 -4.8521475313 114.260068
948 948.000000 4.4626507305 -9.3148257541 -4.8521750236 115.163745
949 949.000000 4.4976632504 -9.3498665713 -4.8522033210 116.067282
950 950.000000 4.5326188223 -9.3848512621 -4.8522324398 116.969350
951 951.000000 4.5674689700 -9.4197313671 -4.8522623971 117.868698
952 952.000000 4.6021682503 -9.4544614598 -4.8522932096 118.764152
953 953.000000 4.6366741969 -9.4889990914 -4.8523248944 119.654617
954 954.000000 4.6709472543 -9.5233047227 -4.8523574684 120.539072
955 955.000000 4.7049507002 -9.5573416481 -4.8523909480 121.416569
956 956.000000 4.7386505610 -9.5910759104 -4.8524253494 122.286232
957 957.000000 4.7720155214 -9.6244762096 -4.8524606881 123.147253
958 958.000000 4.8050168281 -9.6575138073 -4.8524969791 123.998889
959 959.000000 4.8376281913 -9.6901624279 -4.8525342366 124.840462
960 960.000000 4.8698256836 -9.7223981572 -4.8525724737 125.671354
961 961.000000 4.9015876376 -9.7541993404 -4.8526117028 126.491007
962 962.000000 4.9328945444 -9.7855464796 -4.8526519352 127.298918
963 963.000000 4.9637289511 -9.8164221322 -4.8526931812 128.094634
964 964.000000 4.9940753612 -9.8468108109 -4.8527354497 128.877758
965 965.000000 5.0239201359 -9.8766988846 -4.8527787487 129.647936
966 966.000000 5.0532513981 -9.9060744829 -4.8528230848 130.404862
967 967.000000 5.0820589384 -9.9349274020 -4.8528684636 131.148273
968 968.000000 5.1103341249 -9.9632490141 -4.8529148892 131.877946
969 969.000000 5.1380698156 -9.9910321800 -4.8529623645 132.593697
970 970.000000 5.1652602732 -10.0182711645 -4.8530108913 133.295378
971 971.000000 5.1919010847 -10.0449615547 -4.8530604701 133.982874
972 972.000000 5.2179890828 -10.0711001829 -4.8531111001 134.656104
973 973.000000 5.2435222714 -10.0966850508 -4.8531627794 135.315017
974 974.000000 5.2684997536 -10.1217152585 -4.8532155048 135.959589
975 975.000000 5.2929216633 -10.1461909356 -4.8532692723 136.589824
976 976.000000 5.3167890993 -10.1701131757 -4.8533240763 137.205750
977 977.000000 5.3401040628 -10.1934839733 -4.8533799106 137.807419
978 978.000000 5.3628693967 -10.2163061642 -4.8534367675 138.394904
979 979.000000 5.3850887288 -10.2385833675 -4.8534946388 138.968299
980 980.000000 5.4067664158 -10.2603199307 -4.8535535149 139.527717
981 981.000000 5.4279074914 -10.2815208771 -4.8536133857 140.073286
982 982.000000 5.4485176149 -10.3021918548 -4.8536742400 140.605153
983 983.000000 5.4686030231 -10.3223390888 -4.8537360657 141.123480
984 984.000000 5.4881704836 -10.3419693338 -4.8537988502 141.628441
985 985.000000 5.5072272497 -10.3610898298 -4.8538625801 142.120222
986 986.000000 5.5257810176 -10.3797082587 -4.8539272411 142.599023
987 987.000000 5.5438398848 -10.3978327033 -4.8539928186 143.065052
988 988.000000 5.5614123101 -10.4154716072 -4.8540592971 143.518529
989 989.000000 5.5785070755 -10.4326337363 -4.8541266608 143.959678
990 990.000000 5.5951332485 -10.4493281417 -4.8541948933 144.388736
991 991.000000 5.6113001468 -10.4655641244 -4.8542639776 144.805941
992 992.000000 5.6270173038 -10.4813512004 -4.8543338966 145.211540
993 993.000000 5.6422944353 -10.4966990678 -4.8544046326 145.605783
994 994.000000 5.6571414075 -10.5116175749 -4.8544761675 145.988926
995 995.000000 5.6715682063 -10.5261166893 -4.8545484830 146.361226
996 996.000000 5.6855849076 -10.5402064683 -4.8546215607 146.722943
997 997.000000 5.6992016489 -10.5538970305 -4.8546953816 147.074338
998 998.000000 5.7124286018 -10.5671985285 -4.8547699268 147.415675
999 999.000000 5.7252759458 -10.5801211228 -4.8548451770 147.747215
1000 1000.000000 5.7377538434 -10.5926749566 -4.8549211131 148.069221
